factor_id,layer,second_level,factor_name,event_or_factor,impact_path,affected_entities,direction_rule,time_horizon,data_sources,data_availability,proxy_variables,lag_days,confidence_default,backtestable,compliance_flag,trade_usage,ai_role,quantifiability,backtest_value,notes,source_file,source_section,taxonomy_version
risk_compliance_factor_ah,风险事件与合规边界层,退市风险,退市预警,event,极端下行风险,绩差股,see impact_path,,,A,,,,true,public_data,risk_filter,高,高,高,不适合小资金试水,股价影响因素全景表v2.0.md,8.8,v2.0
risk_compliance_factor_ai,风险事件与合规边界层,安全事故,爆炸、矿难、火灾,event,停产、赔偿、监管、声誉损失,化工、煤炭、制造,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,样本少但冲击大,股价影响因素全景表v2.0.md,8.9,v2.0
risk_compliance_factor_aj,风险事件与合规边界层,环保事故,污染处罚、环保督察,event,停产、罚款、合规成本上升,高污染行业,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,区域政策影响大,股价影响因素全景表v2.0.md,8.10,v2.0
risk_compliance_factor_ak,风险事件与合规边界层,产品事故,产品质量问题、召回,event,销售下降、赔偿、品牌受损,消费、汽车、医药,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,舆情扩散决定短期冲击,股价影响因素全景表v2.0.md,8.11,v2.0
risk_compliance_factor_al,风险事件与合规边界层,食品药品安全,监管介入,event,商业模式和品牌受损,食品、医药,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,可能导致长期估值折价,股价影响因素全景表v2.0.md,8.12,v2.0
risk_compliance_factor_am,风险事件与合规边界层,数据安全,数据泄露、网络攻击,event,罚款、信任下降、业务中断,互联网、金融、软件,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,重要性上升,股价影响因素全景表v2.0.md,8.13,v2.0
risk_compliance_factor_an,风险事件与合规边界层,高管风险,实控人失联 / 被查,event,控制权和经营风险,民企、小盘股,see impact_path,,,A/C,,,,true,public_data,risk_filter,高,中,高,A 股冲击大,股价影响因素全景表v2.0.md,8.14,v2.0
risk_compliance_factor_ao,风险事件与合规边界层,债务风险,债券违约,event,信用崩塌、融资关闭,地产、城投链、民企,see impact_path,,,A/C,,,,true,public_data,risk_filter,高,中,高,可传导给银行和供应商,股价影响因素全景表v2.0.md,8.15,v2.0
risk_compliance_factor_ap,风险事件与合规边界层,股权风险,质押爆仓,event,被动卖出、控制权风险,民企、小盘股,see impact_path,,,A/B,,,,true,public_data,risk_filter,中,高,高,结合股价跌幅判断,股价影响因素全景表v2.0.md,8.16,v2.0
risk_compliance_factor_aq,风险事件与合规边界层,银行风险,不良资产上升,event,金融系统风险偏好下降,银行、地产链,see impact_path,,,A/B,,,,partial,public_data,risk_filter,中,中,中,银行数据滞后，需代理,股价影响因素全景表v2.0.md,8.17,v2.0
risk_compliance_factor_ar,风险事件与合规边界层,自然灾害,洪水、地震、极端天气,event,供应链中断或需求变化,农业、保险、基建、物流,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,需地理映射,股价影响因素全景表v2.0.md,8.18,v2.0
risk_compliance_factor_as,风险事件与合规边界层,公共卫生,疫情/重大公共卫生事件,event,消费和供应链受冲击,消费、医药、旅游、物流,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,样本少，规则会变,股价影响因素全景表v2.0.md,8.19,v2.0
risk_compliance_factor_at,风险事件与合规边界层,地缘黑天鹅,战争、封锁、制裁升级,event,商品价格、供应链、避险情绪剧烈变化,能源、军工、航运、黄金,see impact_path,,,C,,,,partial,public_data,risk_filter,高,中,中,持续性不确定,股价影响因素全景表v2.0.md,8.20,v2.0
risk_compliance_factor_au,风险事件与合规边界层,数据合法性,未公开重大信息,event,可能构成内幕信息,所有策略,see impact_path,,,E,,,,false,illegal,no_trade,高,不适用,不适用,禁止进入实盘信号,股价影响因素全景表v2.0.md,8.21,v2.0
risk_compliance_factor_av,风险事件与合规边界层,数据合法性,私域群内幕传闻,event,来源不可审计，合规风险高,所有策略,see impact_path,,,E,,,,false,illegal,no_trade,高,不适用,不适用,只允许记录为风险观察,股价影响因素全景表v2.0.md,8.22,v2.0
risk_compliance_factor_aw,风险事件与合规边界层,数据权限,受限行情数据,event,权限和监管风险,高频、微观结构策略,see impact_path,,,D/E,,,,false,restricted,observe_only,低,中,低,MVP 阶段不依赖,股价影响因素全景表v2.0.md,8.23,v2.0
risk_compliance_factor_ax,风险事件与合规边界层,谣言风险,无来源小作文,event,短期价格扰动但真实性不足,题材股,see impact_path,,,C/E,,,,partial,rumor_only,observe_only,高,低,低/中,默认 observe_only,股价影响因素全景表v2.0.md,8.24,v2.0
risk_compliance_factor_ay,风险事件与合规边界层,合规边界,自动下单,event,程序化交易监管风险,策略系统,see impact_path,,内部规则库、来源注册表,unknown,,,,false,illegal,no_trade,中,不适用,不适用,MVP 阶段建议人工确认下单,股价影响因素全景表v2.0.md,8.25,v2.0
risk_compliance_factor_az,风险事件与合规边界层,合规边界,误导性信息传播,event,舆情系统合规风险,舆情模块,see impact_path,,内部规则库、来源注册表,E,,,,false,illegal,no_trade,高,不适用,不适用,只做分析不传播未经证实内容,股价影响因素全景表v2.0.md,8.26,v2.0
risk_compliance_factor_ba,风险事件与合规边界层,模型风险,过拟合,event,回测好看，实盘失效,所有策略,see impact_path,,,unknown,,,,true,unknown,risk_filter,中,高,高,必须做样本外测试,股价影响因素全景表v2.0.md,8.27,v2.0
risk_compliance_factor_bb,风险事件与合规边界层,模型风险,数据泄漏,event,回测使用未来信息,所有策略,see impact_path,,,unknown,,,,true,unknown,risk_filter,中,高,高,事件时间戳必须严格校验,股价影响因素全景表v2.0.md,8.28,v2.0
risk_compliance_factor_bc,风险事件与合规边界层,执行风险,流动性不足,event,无法按预期成交,小盘、冷门股,see impact_path,,,A,,,,true,public_data,risk_filter,低,高,高,小资金也要考虑最小成交成本,股价影响因素全景表v2.0.md,8.29,v2.0
risk_compliance_factor_bd,风险事件与合规边界层,执行风险,滑点和手续费侵蚀,event,策略收益被交易成本吞掉,高频、小额交易,see impact_path,,,A,,,,true,public_data,risk_filter,低,高,高,¥10k 实盘尤其重要,股价影响因素全景表v2.0.md,8.30,v2.0
